"If enabled, all users can login from any IP Address using Two Factor Auth. This can also be set only for specific user(s) in User Page","Ak je táto funkcia povolená, všetci používatelia sa môžu prihlásiť z ľubovoľnej IP adresy pomocou dvojfaktorovej autorizácie. Túto možnosť možno nastaviť aj len pre konkrétneho používateľa (používateľov) na stránke Používateľ"
"If enabled, changes to the document are tracked and shown in timeline","Ak je táto možnosť povolená, zmeny v dokumente sa sledujú a zobrazujú na časovej osi"
"If enabled, document views are tracked, this can happen multiple times","Ak je povolená, zobrazenia dokumentov sa sledujú, môže sa to stať viackrát"
"If enabled, the document is marked as seen, the first time a user opens it","Ak je táto možnosť zapnutá, dokument sa označí ako videný, keď ho používateľ otvorí prvýkrát."
"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Ak je táto možnosť povolená, sila hesla sa bude vynucovať na základe hodnoty Minimálne skóre hesla. Hodnota 2 znamená stredne silné heslo a 4 veľmi silné heslo."
"If enabled, users who login from Restricted IP Address, won't be prompted for Two Factor Auth","Ak je táto možnosť povolená, používatelia, ktorí sa prihlásia z adresy IP s obmedzeným prístupom, nebudú vyzvaní na zadanie dvojfaktorovej autorizácie."
"If enabled, users will be notified every time they login. If not enabled, users will only be notified once.","Ak je táto možnosť povolená, používatelia budú upozornení pri každom prihlásení. Ak nie je povolené, používatelia budú upozornení len raz."
If non standard port (e.g. 587),Ak ide o neštandardný port (napr. 587)
"If non standard port (e.g. 587). If on Google Cloud, try port 2525.","Ak ide o neštandardný port (napr. 587). Ak v službe Google Cloud, skúste port 2525."
"If not set, the currency precision will depend on number format","Ak nie je nastavená, presnosť meny bude závisieť od formátu čísla"
If the condition is satisfied user will be rewarded with the points. eg. doc.status == 'Closed'\n,"Ak je podmienka splnená, používateľ bude odmenený bodmi. napr. doc.status == 'Closed'\n"
"If the user has any role checked, then the user becomes a ""System User"". ""System User"" has access to the desktop","Ak má používateľ zaškrtnutú akúkoľvek rolu, stane sa ""Systémovým používateľom"". ""Systémový používateľ"" má prístup k pracovnej ploche"
"If these instructions where not helpful, please add in your suggestions on GitHub Issues.","Ak vám tieto pokyny nepomohli, pridajte svoje návrhy na GitHub Issues."
"If this is checked, rows with valid data will be imported and invalid rows will be dumped into a new file for you to import later.","Ak je táto možnosť začiarknutá, riadky s platnými údajmi budú importované a neplatné riadky budú vymazané do nového súboru, ktorý môžete importovať neskôr."
If user is the owner,Ak je používateľ vlastníkom
"If you are updating, please select ""Overwrite"" else existing rows will not be deleted.","Ak aktualizujete, vyberte možnosť ""Prepísať"", inak sa existujúce riadky neodstránia."
If you are updating/overwriting already created records.,Ak aktualizujete/prepisujete už vytvorené záznamy.
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present.","Ak nahrávate nové záznamy, položka ""Pomenovanie série"" sa stáva povinnou, ak je prítomná."
"If you are uploading new records, leave the ""name"" (ID) column blank.","Ak nahrávate nové záznamy, stĺpec ""názov"" (ID) nechajte prázdny."
If you don't want to create any new records while updating the older records.,Ak nechcete vytvárať nové záznamy a zároveň aktualizovať staršie záznamy.
"If you set this, this Item will come in a drop-down under the selected parent.","Ak to nastavíte, táto položka sa zobrazí v rozbaľovacom zozname pod vybraným nadradeným prvkom."
"If you think this is unauthorized, please change the Administrator password.","Ak si myslíte, že je to neoprávnené, zmeňte heslo správcu."
"If your data is in HTML, please copy paste the exact HTML code with the tags.","Ak sú vaše údaje v jazyku HTML, skopírujte a vložte presný kód HTML so značkami."
Ignore User Permissions,Ignorovanie používateľských oprávnení
Ignore XSS Filter,Ignorovať filter XSS
Ignore attachments over this size,Ignorovať prílohy nad túto veľkosť
Ignore encoding errors,Ignorovanie chýb kódovania
Ignored: {0} to {1},Ignorované: {0} až {1}
Illegal Access Token. Please try again,Nelegálny prístupový token. Skúste to prosím znova
Illegal Document Status for {0},Nezákonný stav dokumentu pre {0}
Image Field,Obrázkové pole
Image Link,Odkaz na obrázok
Image field must be a valid fieldname,Pole Image musí byť platný názov poľa
Image field must be of type Attach Image,Pole Image musí byť typu Attach Image
Images,Obrázky
Implicit,Implicitné
Import,Import
Import Email From,Importovať e-mail z
Import Status,Stav importu
Import Subscribers,Import odberateľov
Import Zip,Import Zip
In Filter,Vo filtri
In Global Search,V globálnom vyhľadávaní
In Grid View,V zobrazení mriežky
In Hours,V hodinách
In List View,V zobrazení zoznamu
In Preview,V náhľade
In Reply To,V odpovedi na
In Standard Filter,V štandardnom filtri
In Valid Request,V platnej žiadosti
In points. Default is 9.,V bodoch. Predvolená hodnota je 9.
In seconds,V sekundách
Include Search in Top Bar,Zahrnutie vyhľadávania do horného panela
"Include symbols, numbers and capital letters in the password","V hesle uvádzajte symboly, čísla a veľké písmená."
Incoming email account not correct,Prichádzajúce e-mailové konto nie je správne
Incomplete login details,Neúplné prihlasovacie údaje
Incorrect User or Password,Nesprávny používateľ alebo heslo
Incorrect Verification code,Nesprávny overovací kód
Incorrect value in row {0}: {1} must be {2} {3},Nesprávna hodnota v riadku {0}: {1} musí byť {2} {3}
Incorrect value: {0} must be {1} {2},Nesprávna hodnota: {0} musí byť {1} {2}
Index,Index
Indicator,Indikátor
Info,Informácie
Info:,Informácie:
Initial Sync Count,Počiatočný počet synchronizácií
InnoDB,InnoDB
Insert Above,Vložiť nad
Insert After,Vložiť po
Insert After cannot be set as {0},Vložiť po nemožno nastaviť ako {0}
"Insert After field '{0}' mentioned in Custom Field '{1}', with label '{2}', does not exist","Vloženie poľa ""{0}"" uvedeného vo vlastnom poli ""{1}"" s označením ""{2}"" neexistuje"
Insert Below,Vložte nižšie
Insert Column Before {0},Vložiť stĺpec pred {0}
Insert Style,Štýl vloženia
Insert new records,Vloženie nových záznamov
Instructions Emailed,Pokyny zaslané e-mailom
Insufficient Permission for {0},Nedostatočné povolenie pre {0}
Int,Int
Integration Request,Žiadosť o integráciu
Integration Request Service,Služba žiadosti o integráciu
Integration Type,Typ integrácie
Integrations,Integrácie
Integrations can use this field to set email delivery status,Integrácie môžu toto pole použiť na nastavenie stavu doručenia e-mailu
Internal Server Error,Chyba vnútorného servera
Internal record of document shares,Interná evidencia podielov dokumentov
Introduce your company to the website visitor.,Predstavte svoju spoločnosť návštevníkovi webovej stránky.
Introductory information for the Contact Us Page,Úvodné informácie pre stránku Kontaktujte nás
Invalid,Neplatné
"Invalid ""depends_on"" expression","Neplatný výraz ""depends_on"""
Invalid Access Key ID or Secret Access Key.,Neplatné ID prístupového kľúča alebo tajný prístupový kľúč.
Invalid CSV Format,Neplatný formát CSV
Invalid Home Page,Neplatná domovská stránka
Invalid Link,Neplatné prepojenie
Invalid Login Token,Neplatný prihlasovací token
Invalid Login. Try again.,Neplatné prihlásenie. Skúste to znova.
Invalid Mail Server. Please rectify and try again.,"Neplatný poštový server. Prosím, opravte to a skúste to znova."
Invalid Outgoing Mail Server or Port,Neplatný server alebo port odchádzajúcej pošty
Invalid Output Format,Neplatný výstupný formát
Invalid Password,Neplatné heslo
Invalid Password:,Neplatné heslo:
Invalid Request,Neplatná žiadosť
Invalid Search Field {0},Neplatné vyhľadávacie pole {0}
Invalid Subscription,Neplatné predplatné
Invalid Token,Neplatný token
Invalid User Name or Support Password. Please rectify and try again.,"Nesprávne používateľské meno alebo heslo podpory. Prosím, opravte to a skúste to znova."
Invalid column,Neplatný stĺpec
Invalid field name {0},Nesprávny názov poľa {0}
Invalid fieldname '{0}' in autoname,Neplatný názov poľa '{0}' v autoname
Invalid file path: {0},Nesprávna cesta k súboru: {0}
Invalid login or password,Neplatné prihlasovacie meno alebo heslo
Invalid module path,Nesprávna cesta k modulu
Invalid naming series (. missing),Nesprávne pomenovanie série (. chýba)
Invalid payment gateway credentials,Neplatné poverenia platobnej brány
Invalid recipient address,Neplatná adresa príjemcu
Invalid {0} condition,Neplatná podmienka {0}
Inverse,Inverzný
Is,Je
Is Attachments Folder,Je priečinok príloh
Is Child Table,Je detský stôl
Is Custom Field,Je vlastné pole
Is First Startup,Je prvý startup
Is Folder,Je priečinok
Is Global,Je globálny
Is Globally Pinned,Je globálne pripnutý
Is Home Folder,Je priečinok Domov
Is Mandatory Field,Je povinné pole
Is Pinned,Je pripnutý
Is Primary Contact,Je primárnym kontaktom
Is Private,Je súkromná
Is Published Field,Je publikované pole
Is Published Field must be a valid fieldname,Is Published Pole musí byť platný názov poľa
Is Single,Je slobodný
Is Spam,Je spam
Is Standard,Je štandardné
Is Submittable,Je Submittable
Is Table,Je tabuľka
Is Your Company Address,Je adresa vašej spoločnosti
It is risky to delete this file: {0}. Please contact your System Manager.,Vymazanie tohto súboru je riskantné: {0}. Obráťte sa na svojho správcu systému.
Item cannot be added to its own descendants,Položka nemôže byť pridaná k vlastným potomkom
JS,JS
JSON,JSON
JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript Formát: frappe.query_reports['REPORTNAME'] = {}
Javascript to append to the head section of the page.,Javascript na pridanie do časti hlavičky stránky.
Jinja,Jinja
John Doe,John Doe
Kanban,Kanban
Kanban Board Column,Stĺpec tabule Kanban
Kanban Board Name,Názov rady Kanban
Karma,Karma
Keep track of all update feeds,Sledovanie všetkých aktualizačných kanálov
Keeps track of all communications,Sleduje všetku komunikáciu
Key,Kľúč
Knowledge Base,Znalostná databáza
Knowledge Base Contributor,Prispievateľ do databázy znalostí
Knowledge Base Editor,Editor databázy znalostí
LDAP Email Field,E-mailové pole LDAP
LDAP First Name Field,Pole krstného mena LDAP
LDAP Not Installed,LDAP nie je nainštalovaný
LDAP Search String,Vyhľadávací reťazec LDAP
"LDAP Search String needs to end with a placeholder, eg sAMAccountName={0}","Vyhľadávací reťazec LDAP musí končiť zástupným znakom, napr. sAMAccountName={0}"
LDAP Security,Zabezpečenie LDAP
LDAP Server Url,URL adresa servera LDAP
LDAP Username Field,Pole používateľského mena LDAP
LDAP is not enabled.,LDAP nie je povolený.
Label Help,Pomocník pre štítky
Label and Type,Označenie a typ
Label is mandatory,Označenie je povinné
Landing Page,Cieľová stránka
Language,Jazyk
Language Code,Kód jazyka
"Language, Date and Time settings","Nastavenia jazyka, dátumu a času"
Last Active,Posledný aktívny
Last IP,Posledná IP adresa
Last Known Versions,Posledné známe verzie
Last Login,Posledné prihlásenie
Last Message,Posledná správa
Last Modified By,Naposledy upravil
Last Modified Date,Dátum poslednej úpravy
Last Modified On,Posledná úprava dňa
Last Month,Posledný mesiac
Last Point Allocation Date,Dátum posledného pridelenia bodu
Last Quarter,Posledný štvrťrok
Last Synced On,Naposledy synchronizované v
Last Updated By,Posledná aktualizácia
Last Updated On,Posledná aktualizácia na
Last User,Posledný používateľ
Last Week,Minulý týždeň
Last Year,Minulý rok
Last synced {0},Posledná synchronizácia {0}
Leave a Comment,Zanechať komentár
Leave blank to repeat always,"Ak chcete opakovať vždy, nechajte prázdne"
Leave this conversation,Opustite túto konverzáciu
Left this conversation,Opustil túto konverzáciu
Length,Dĺžka
Length of {0} should be between 1 and 1000,Dĺžka {0} by mala byť medzi 1 a 1000
Let's avoid repeated words and characters,Vyhýbajme sa opakujúcim sa slovám a znakom
Let's prepare the system for first use.,Pripravme systém na prvé použitie.
Letter,List
Letter Head Based On,Hlavička listu na základe
Letter Head Image,Obrázok hlavičky listu
Letter Head Name,Názov hlavičky listu
Letter Head in HTML,Hlavička listu v HTML
Level Name,Názov úrovne
Liked,Obľúbené
Liked By,Obľúbené podľa
Liked by {0},Páči sa mi {0}
Likes,Páči sa mi
Limit Number of DB Backups,Obmedzenie počtu záloh DB
Line,Riadok
Link DocType,Odkaz DocType
Link Expired,Prepojenie Vypršala platnosť
Link Name,Názov prepojenia
Link Title,Názov odkazu
"Link that is the website home page. Standard Links (index, login, products, blog, about, contact)","Odkaz, ktorý je domovskou stránkou webovej stránky. Štandardné odkazy (index, prihlásenie, produkty, blog, o nás, kontakt)"
Link to the page you want to open. Leave blank if you want to make it a group parent.,"Odkaz na stránku, ktorú chcete otvoriť. Ak chcete, aby bola nadradenou skupinou, nechajte prázdne miesto."
Linked,Prepojenie
Linked With,Prepojené s
Linked with {0},prepojené s {0}
Links,Odkazy
List,Zoznam
List Filter,Filter zoznamu
List View Setting,Nastavenie zobrazenia zoznamu
List a document type,Zoznam typu dokumentu
"List as [{""label"": _(""Jobs""), ""route"":""jobs""}]","Zoznam ako [{""label"": _(""Jobs""), ""route"": ""jobs""}]"
List of backups available for download,"Zoznam záloh, ktoré sú k dispozícii na prevzatie"
List of patches executed,Zoznam vykonaných záplat
List of themes for Website.,Zoznam tém pre webové stránky.
Load Balancing,Vyrovnávanie zaťaženia
Loading,Načítanie
Local DocType,Miestny typ DocType
Local Fieldname,Miestny názov poľa
Local Primary Key,Miestny primárny kľúč
Locals,Miestni obyvatelia
Log Details,Podrobnosti o denníku
Log of Scheduler Errors,Protokol chýb plánovača
Log of error during requests.,Záznam o chybách počas požiadaviek.
Log of error on automated events (scheduler).,Protokol o chybách pri automatizovaných udalostiach (plánovač).
Logged Out,Odhlásený
Logged in as Guest or Administrator,Prihlásený ako hosť alebo správca
Login,Prihlásenie
Login After,Prihlásenie po
Login Before,Prihlásenie pred
Login Id is required,Vyžaduje sa prihlasovacie ID
Login Required,Vyžaduje sa prihlásenie
Login Verification Code from {},Kód overenia prihlásenia z {}
Login and view in Browser,Prihlásenie a zobrazenie v prehliadači
Login not allowed at this time,Prihlásenie nie je v tomto čase povolené
"Login session expired, refresh page to retry","Relácia prihlásenia vypršala, obnovte stránku a skúste to znova"
Login to comment,Prihlásenie na komentár
Login token required,Vyžaduje sa prihlasovací token
Login with LDAP,Prihlásenie pomocou LDAP
Logout,Odhlásenie
Long Text,Dlhý text
Looks like something is wrong with this site's Paypal configuration.,"Zdá sa, že niečo nie je v poriadku s konfiguráciou Paypal na tejto stránke."
Looks like something is wrong with this site's payment gateway configuration. No payment has been made.,"Zdá sa, že niečo nie je v poriadku s konfiguráciou platobnej brány tejto stránky. Nebola vykonaná žiadna platba."
"Looks like something went wrong during the transaction. Since we haven't confirmed the payment, Paypal will automatically refund you this amount. If it doesn't, please send us an email and mention the Correlation ID: {0}.","Zdá sa, že počas transakcie sa niečo pokazilo. Keďže sme platbu nepotvrdili, Paypal vám túto sumu automaticky vráti. Ak sa tak nestane, pošlite nám e-mail a uveďte ID korelácie: {0}."
Madam,Pani
Main Section,Hlavná časť
"Make ""name"" searchable in Global Search","Umožnenie vyhľadávania v položke ""meno"" v globálnom vyhľadávaní"
Make use of longer keyboard patterns,Využívajte dlhšie vzory klávesnice
Manage Third Party Apps,Správa aplikácií tretích strán
Mandatory Information missing:,Chýbajúce povinné informácie:
Mandatory field: set role for,Povinné pole: nastaviť úlohu pre
Mandatory field: {0},Povinné pole: {0}
"Mandatory fields required in table {0}, Row {1}","Povinné polia vyžadované v tabuľke {0}, riadok {1}"
Mandatory fields required in {0},Povinné polia vyžadované v {0}
Mandatory:,Povinné:
Mapping Name,Názov mapovania
Mappings,Mapovanie
Mark as Read,Označiť ako prečítané
Mark as Spam,Označiť ako spam
Mark as Unread,Označiť ako neprečítané
Markdown,Markdown
Markdown Editor,Editor Markdown
Marked As Spam,Označené ako spam
Max 500 records at a time,Maximálne 500 záznamov naraz
Max Attachment Size (in MB),Maximálna veľkosť prílohy (v MB)
Max Attachments,Maximálne prídavné zariadenia
Max Length,Maximálna dĺžka
Max Value,Maximálna hodnota
Max width for type Currency is 100px in row {0},Maximálna šírka pre typ Mena je 100px v riadku {0}
Maximum Attachment Limit for this record reached.,Dosiahnutý maximálny limit príloh pre tento záznam.
Maximum {0} rows allowed,Maximálne {0} povolených riadkov
"Meaning of Submit, Cancel, Amend","Význam slov Submit, Cancel, Amend"
Mention transaction completion page URL,Spomenúť URL adresu stránky dokončenia transakcie
Mentions,Zmienky
Menu,Ponuka
Merchant ID,ID obchodníka
Merge with existing,Zlúčenie s existujúcimi
Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,Zlučovanie je možné len medzi skupinami alebo medzi jednotlivými uzlami.
Message Count,Počet správ
Message ID,ID správy
Message Parameter,Parameter správy
Message Preview,Náhľad správy
Message clipped,Správa vystrihnutá
Message not setup,Správa nie je nastavená
Message to be displayed on successful completion (only for Guest users),"Správa, ktorá sa zobrazí po úspešnom dokončení (len pre hosťujúcich používateľov)"
Message-id,Message-id
Meta Tags,Metaštítky
Migration ID Field,Pole ID migrácie
Milestone,Míľnik
Milestone Tracker,Sledovanie míľnikov
Minimum Password Score,Minimálne skóre hesla
Miss,Slečna
Missing Fields,Chýbajúce polia
Missing parameter Kanban Board Name,Chýbajúci parameter Názov rady Kanban
Missing parameters for login,Chýbajúce parametre pre prihlásenie
Models (building blocks) of the Application,Modely (stavebné bloky) aplikácie
Modified By,Upravené podľa
Module,Modul
Module Def,Definícia modulu
Module Name,Názov modulu
Module Not Found,Modul nebol nájdený
Module Path,Cesta modulu
Module to Export,Modul na export
Modules HTML,Moduly HTML
Monospace,Monospace
More articles on {0},Viac článkov o {0}
More content for the bottom of the page.,Viac obsahu na spodok stránky.
Most Used,Najpoužívanejšie
Move To,Presun do
Move To Trash,Presun do koša
Move to Row Number,Presun na číslo riadku
Mr,Pán
Mrs,Pani
Ms,Pani
Multiple root nodes not allowed.,Nie je povolené používať viacero koreňových uzlov.
Multiplier Field,Pole multiplikátora
"Must be of type ""Attach Image""","Musí byť typu ""Pripojiť obrázok"""
Must have report permission to access this report.,Na prístup k tejto správe musíte mať oprávnenie na správu.
Must specify a Query to run,"Musí zadať dotaz, ktorý sa má spustiť"
Mute Sounds,Stlmenie zvukov
MyISAM,MyISAM
Name Case,Názov Prípad
Name cannot contain special characters like {0},Názov nemôže obsahovať špeciálne znaky ako {0}
Name not set via prompt,Názov nie je nastavený prostredníctvom výzvy
Name of the Document Type (DocType) you want this field to be linked to. e.g. Customer,"Názov typu dokumentu (DocType), s ktorým má byť toto pole prepojené. napr. Zákazník"
Name of the new Print Format,Názov nového formátu tlače
Name of {0} cannot be {1},Názov {0} nemôže byť {1}
Names and surnames by themselves are easy to guess.,Samotné mená a priezviská sa dajú ľahko uhádnuť.
Naming,Pomenovanie
"Naming Options:\n<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>\n<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>","Možnosti pomenovania:\n<ol><li><b>pole:[názov poľa]</b> - Podľa poľa</li><li><b>pomenovanie_série:</b> - Podľa pomenovania série (musí byť prítomné pole s názvom pomenovanie_série</li><li><b>Prompt</b> - Výzva používateľovi na zadanie názvu</li><li><b>[séria]</b> - Séria podľa prefixu (oddeleného bodkou); napríklad PRE.#####</li>\n<li><b>format:EXAMPLE-{MM}morewords{názov poľa1}-{názov poľa2}-{#####}</b> - Nahradí všetky slová v zátvorkách (názvy polí, dátumové slová (DD, MM, RR), série) ich hodnotou. Mimo zátvoriek možno použiť ľubovoľné znaky.</li></ol>"
Naming Series mandatory,Povinné pomenovanie série
Nested set error. Please contact the Administrator.,Chyba vnorenej sady. Obráťte sa na správcu.
New Activity,Nová aktivita
New Chat,Nový chat
New Comment on {0}: {1},Nový komentár k {0}: {1}
New Connection,Nové pripojenie
New Custom Print Format,Nový vlastný formát tlače
New Email,Nový e-mail
New Email Account,Nové e-mailové konto
New Event,Nové podujatie
New Folder,Nový priečinok
New Kanban Board,Nová tabuľa Kanban
New Message from Website Contact Page,Nová správa z webovej stránky Kontakt
New Name,Nový názov
New Newsletter,Nový bulletin
New Password,Nové heslo
New Password Required.,Vyžaduje sa nové heslo.
New Print Format Name,Názov nového formátu tlače
New Report name,Nový názov správy
New Value,Nová hodnota
New data will be inserted.,Vložia sa nové údaje.
New updates are available,K dispozícii sú nové aktualizácie
New value to be set,"Nová hodnota, ktorá sa má nastaviť"
New {0},Nový {0}
New {} releases for the following apps are available,K dispozícii sú nové {} vydania pre nasledujúce aplikácie
Newsletter Email Group,Skupina e-mailových noviniek
Newsletter Manager,Správca informačného bulletinu
Newsletter has already been sent,Spravodajca už bol odoslaný
"Newsletters to contacts, leads.","Informačné bulletiny kontaktom, potenciálnym zákazníkom."
Next Action Email Template,Ďalšia šablóna e-mailu s akciou
Next Actions HTML,Ďalšie akcie HTML
Next Schedule Date,Dátum nasledujúceho plánu
Next Scheduled Date,Ďalší plánovaný dátum
Next State,Ďalší štát
Next Sync Token,Ďalší synchronizačný token
Next actions,Ďalšie akcie
No Active Sessions,Žiadne aktívne relácie
No Copy,Žiadna kópia
No Email Account,Žiadne e-mailové konto
No Email Accounts Assigned,Žiadne priradené e-mailové kontá
No Emails,Žiadne e-maily
No Label,Žiadny štítok
No Permissions Specified,Žiadne špecifikované oprávnenia
No Permissions set for this criteria.,Pre toto kritérium nie sú nastavené žiadne oprávnenia.
No Preview,Žiadny náhľad
No Preview Available,Nie je k dispozícii žiadny náhľad
No Printer is Available.,Nie je k dispozícii žiadna tlačiareň.
No Results,Žiadne výsledky
No Tags,Žiadne značky
No alerts for today,Žiadne upozornenia pre dnešok
No comments yet,Zatiaľ žiadne komentáre
No comments yet. Start a new discussion.,Zatiaľ žiadne komentáre. Začnite novú diskusiu.
No data found in the file. Please reattach the new file with data.,V súbore sa nenašli žiadne údaje. Pripojte nový súbor s údajmi.
No document found for given filters,Pre dané filtre nebol nájdený žiadny dokument
"No fields found that can be used as a Kanban Column. Use the Customize Form to add a Custom Field of type ""Select"".","Nenašli sa žiadne polia, ktoré by sa dali použiť ako stĺpec Kanban. Pomocou formulára Prispôsobiť pridajte vlastné pole typu ""Vybrať""."
No file attached,Žiadny súbor nie je pripojený
No further records,Žiadne ďalšie záznamy
No matching records. Search something new,Žiadne zodpovedajúce záznamy. Vyhľadajte niečo nové
"No need for symbols, digits, or uppercase letters.","Nie je potrebné používať symboly, číslice ani veľké písmená."
No of Columns,Počet stĺpcov
No of Rows (Max 500),Počet riadkov (max. 500)
No of emails remaining to be synced,Počet zostávajúcich e-mailov na synchronizáciu
No permission for {0},Žiadne povolenie pre {0}
No permission to '{0}' {1},Žiadne povolenie na '{0}' {1}
No permission to read {0},Žiadne povolenie na čítanie {0}
No permission to {0} {1} {2},Žiadne povolenie na {0} {1} {2}
No records deleted,Žiadne vymazané záznamy
No records present in {0},V položke {0} nie sú prítomné žiadne záznamy
No records tagged.,Žiadne označené záznamy.
No template found at path: {0},Na ceste nebola nájdená žiadna šablóna: {0}
No {0} found,Nenašlo sa žiadne {0}
No {0} mail,Nie {0} pošta
No {0} permission,Žiadne povolenie {0}
None: End of Workflow,Žiadne: Koniec pracovného postupu
Not Allowed: Disabled User,Nie je povolené: Zakázaný používateľ
Not Ancestors Of,Nie predkovia
Not Descendants Of,Nie potomkovia
Not Equals,Nie rovná sa
Not In,Nie je v
Not Linked to any record,Nie je prepojený so žiadnym záznamom
Not Published,Nezverejnené
Not Saved,Nie je uložený
Not Seen,Nevidené
Not Sent,Neodoslané
Not Set,Nie je nastavené
Not a valid Comma Separated Value (CSV File),Nie je platná hodnota oddelená čiarkou (CSV súbor)
Not a valid User Image.,Nie je platný obrázok používateľa.
Not a valid Workflow Action,Neplatná akcia pracovného postupu
Not a valid user,Nie je platným používateľom
Not a zip file,Nie je to súbor zip
Not allowed for {0}: {1},Nie je povolené pre {0}: {1}
"You are not allowed to access {0} because it is linked to {1} '{2}' in row {3}, field {4}","Nemáte povolený prístup k {0}, pretože je prepojený s {1} '{2}' v riadku {3}, pole {4}"
You are not allowed to access this {0} record because it is linked to {1} '{2}' in field {3},"K tomuto záznamu {0} nemáte prístup, pretože je prepojený so záznamom {1} ""{2}"" v poli {3}"
Not allowed to Import,Nie je povolené dovážať
Not allowed to change {0} after submission,Nie je povolené meniť {0} po odoslaní
Not allowed to print cancelled documents,Nie je povolené tlačiť zrušené dokumenty
Not allowed to print draft documents,Nie je povolené tlačiť návrhy dokumentov
Not enough permission to see links,Nedostatočné povolenie na zobrazenie odkazov
Not in Developer Mode,Nie v režime pre vývojárov
Not in Developer Mode! Set in site_config.json or make 'Custom' DocType.,"Nie v režime pre vývojárov! Nastavte v site_config.json alebo vytvorte ""Vlastný"" DocType."
Note Seen By,Poznámka Videl
Note:,Poznámka:
Note: By default emails for failed backups are sent.,Poznámka: V predvolenom nastavení sa odosielajú e-maily pre neúspešné zálohovanie.
Note: Changing the Page Name will break previous URL to this page.,Poznámka: Zmena názvu stránky spôsobí prerušenie predchádzajúcej adresy URL na túto stránku.
"Note: For best results,  images must be of the same size and width must be greater than height.",Poznámka: Pre dosiahnutie najlepších výsledkov musia mať obrázky rovnakú veľkosť a šírka musí byť väčšia ako výška.
Note: Multiple sessions will be allowed in case of mobile device,Poznámka: V prípade mobilného zariadenia bude povolených viacero relácií.
Nothing to show,Nič na ukážku
Nothing to update,Nič na aktualizáciu
Notification,Oznámenie
Notification Recipient,Príjemca oznámenia
Notification Tones,Tóny oznámení
Notifications,Oznámenia
Notifications and bulk mails will be sent from this outgoing server.,Z tohto odchádzajúceho servera sa budú odosielať oznámenia a hromadné e-maily.
Notify Users On Every Login,Upozorniť používateľov pri každom prihlásení
Notify if unreplied,"Upozorniť, ak sa neodpovedá"
Notify if unreplied for (in mins),"Upozorniť, ak sa neodpovedalo (v minútach)"
Notify users with a popup when they log in,Upozornenie používateľov pomocou vyskakovacieho okna pri prihlásení
Number Format,Formát čísla
Number of Backups,Počet záloh
Number of DB Backups,Počet záloh DB
Number of DB backups cannot be less than 1,Počet záloh DB nemôže byť menší ako 1
Number of columns for a field in a Grid (Total Columns in a grid should be less than 11),Počet stĺpcov pre pole v mriežke (celkový počet stĺpcov v mriežke by mal byť menší ako 11)
Number of columns for a field in a List View or a Grid (Total Columns should be less than 11),Počet stĺpcov pre pole v zobrazení zoznamu alebo mriežky (celkový počet stĺpcov by mal byť menší ako 11)
OAuth Authorization Code,Autorizačný kód OAuth
OAuth Bearer Token,Token nosiča OAuth
OAuth Client,Klient OAuth
OAuth Provider Settings,Nastavenia poskytovateľa OAuth
OTP App,Aplikácia OTP
OTP Issuer Name,Názov vydavateľa OTP
OTP Secret has been reset. Re-registration will be required on next login.,Tajné OTP bolo resetované. Pri ďalšom prihlásení sa bude vyžadovať opätovná registrácia.
OTP secret can only be reset by the Administrator.,Tajné OTP môže resetovať iba správca.
Office,Kancelária
Office 365,Office 365
Old Password,Staré heslo
Old Password Required.,Vyžaduje sa staré heslo.
Older backups will be automatically deleted,Staršie zálohy sa automaticky odstránia
"On {0}, {1} wrote:","Na {0}, {1} napísal:"
"Once submitted, submittable documents cannot be changed. They can only be Cancelled and Amended.",Raz predložené dokumenty nie je možné meniť. Možno ich len zrušiť a zmeniť.
"Once you have set this, the users will only be able access documents (eg. Blog Post) where the link exists (eg. Blogger).","Po nastavení tejto funkcie budú mať používatelia prístup len k dokumentom (napr. k príspevku na blogu), na ktoré existuje odkaz (napr. Blogger)."
One Last Step,Posledný krok
One Time Password (OTP) Registration Code from {},Registračný kód jednorazového hesla (OTP) z {}
Only 200 inserts allowed in one request,V jednej žiadosti je povolených len 200 vložení
Only Administrator can delete Email Queue,E-mailovú frontu môže vymazať iba správca
Only Administrator can edit,Upravovať môže iba správca
Only Administrator can save a standard report. Please rename and save.,Štandardnú správu môže uložiť iba správca. Pomenujte a uložte ju.
Only Administrator is allowed to use Recorder,Iba správca môže používať záznamník
Only Allow Edit For,Povoliť úpravu len pre
Only Send Records Updated in Last X Hours,Odoslať iba záznamy aktualizované za posledných X hodín
