Row No {0}: Amount cannot be greater than Pending Amount against Expense Claim {1}. Pending Amount is {2},Riadok č. {0}: Suma nemôže byť vyššia ako suma čakajúca na úhradu pohľadávky {1}. Čakajúca suma je {2}.,
Row {0} : Operation is required against the raw material item {1},Riadok {0}: Operácia sa vyžaduje voči položke suroviny {1},
Row {0}# Item {1} cannot be transferred more than {2} against Purchase Order {3},Riadok {0}# Položka {1} nemôže byť prevedená viac ako {2} oproti objednávke {3},
Row {0}: Activity Type is mandatory.,Riadok {0}: Typ činnosti je povinný.,
Row {0}: Advance against Customer must be credit,Riadok {0}: Záloha voči zákazníkovi musí byť kreditná,
Row {0}: Advance against Supplier must be debit,Riadok {0}: Záloha voči dodávateľovi musí byť debetná,
Row {0}: Allocated amount {1} must be less than or equals to Payment Entry amount {2},Riadok {0}: Pridelená suma {1} musí byť menšia alebo rovná sume platobnej položky {2}.,
Row {0}: Allocated amount {1} must be less than or equals to invoice outstanding amount {2},Riadok {0}: Pridelená suma {1} musí byť menšia alebo rovná neuhradenej sume faktúry {2}.,
Row {0}: An Reorder entry already exists for this warehouse {1},Riadok {0}: Pre tento sklad už existuje položka Reorder {1},
Row {0}: Bill of Materials not found for the Item {1},Riadok {0}: Pre položku {1} nebol nájdený výkaz materiálu,
Row {0}: Conversion Factor is mandatory,Riadok {0}: Konverzný faktor je povinný,
Row {0}: Cost center is required for an item {1},Riadok {0}: Nákladové stredisko sa vyžaduje pre položku {1},
Row {0}: Credit entry can not be linked with a {1},Riadok {0}: Kreditnú položku nie je možné prepojiť s {1},
Row {0}: Currency of the BOM #{1} should be equal to the selected currency {2},Riadok {0}: Mena BOM #{1} by sa mala rovnať vybranej mene {2},
Row {0}: Debit entry can not be linked with a {1},Riadok {0}: Zápis na ťarchu účtu nie je možné prepojiť s {1},
Row {0}: Depreciation Start Date is required,Riadok {0}: Vyžaduje sa dátum začiatku odpisovania,
Row {0}: Enter location for the asset item {1},Riadok {0}: Zadajte umiestnenie položky majetku {1},
Row {0}: Exchange Rate is mandatory,Riadok {0}: Výmenný kurz je povinný,
Row {0}: Expected Value After Useful Life must be less than Gross Purchase Amount,Riadok {0}: Očakávaná hodnota po dobe životnosti musí byť nižšia ako hrubá nákupná suma,
Row {0}: From Time and To Time is mandatory.,Riadok {0}: Od času a Do času je povinný.,
Row {0}: From Time and To Time of {1} is overlapping with {2},Riadok {0}: Čas od a do {1} sa prekrýva s {2}.,
Row {0}: From time must be less than to time,Riadok {0}: Čas od musí byť menší ako čas do,
Row {0}: Hours value must be greater than zero.,Riadok {0}: Hodnota hodín musí byť väčšia ako nula.,
Row {0}: Invalid reference {1},Riadok {0}: Neplatný odkaz {1},
Row {0}: Party / Account does not match with {1} / {2} in {3} {4},Riadok {0}: Strana / Účet sa nezhoduje s {1} / {2} v {3} {4},
Row {0}: Party Type and Party is required for Receivable / Payable account {1},Riadok {0}: Typ strany a strana sa vyžaduje pre účet pohľadávok/záväzkov {1},
Row {0}: Payment against Sales/Purchase Order should always be marked as advance,Riadok {0}: Platba na základe objednávky na predaj/nákup by mala byť vždy označená ako záloha,
Row {0}: Please check 'Is Advance' against Account {1} if this is an advance entry.,"Riadok {0}: Ak ide o zálohový záznam, zaškrtnite ""Je zálohový"" pri účte {1}.",
Row {0}: Please set at Tax Exemption Reason in Sales Taxes and Charges,"Riadok {0}: Prosím, nastavte na Dôvod oslobodenia od dane v časti Dane a poplatky z predaja",
Row {0}: Please set the Mode of Payment in Payment Schedule,Riadok {0}: Nastavte spôsob platby v splátkovom kalendári,
Row {0}: Please set the correct code on Mode of Payment {1},"Riadok {0}: Prosím, nastavte správny kód na spôsob platby {1}",
Row {0}: Quality Inspection rejected for item {1},Riadok {0}: Inšpekcia kvality zamietla položku {1},
Row {0}: UOM Conversion Factor is mandatory,Riadok {0}: UOM Konverzný faktor je povinný,
Row {0}: select the workstation against the operation {1},Riadok {0}: vyberte pracovisko proti operácii {1},
Row {0}: {1} Serial numbers required for Item {2}. You have provided {3}.,Riadok {0}: {1} Sériové čísla požadované pre položku {2}. Poskytli ste {3}.,
Row {0}: {1} must be greater than 0,Riadok {0}: {1} musí byť väčší ako 0,
Row {0}: {1} {2} does not match with {3},Riadok {0}: {1} {2} sa nezhoduje s {3},
Row {0}:Start Date must be before End Date,Riadok {0}:Dátum začiatku musí byť pred dátumom konca,
Rows with duplicate due dates in other rows were found: {0},Boli nájdené riadky s duplicitnými dátumami splatnosti v iných riadkoch: {0},
Rules for adding shipping costs.,Pravidlá pridávania nákladov na dopravu.,
Rules for applying pricing and discount.,Pravidlá uplatňovania cien a zliav.,
S.O. No.,S.O. č.,
SGST Amount,Suma SGST,
SO Qty,Množstvo SO,
Safety Stock,Bezpečnostné zásoby,
Salary,Plat,
Salary Slip submitted for period from {0} to {1},Platový výmer predložený za obdobie od {0} do {1},
Salary Structure must be submitted before submission of Tax Ememption Declaration,Štruktúra platu sa musí predložiť pred podaním vyhlásenia o oslobodení od dane,
Sales,Predaj,
Sales Account,Predajný účet,
Sales Expenses,Výdavky na predaj,
Sales Funnel,Predajný lievik,
Sales Invoice,Predajná faktúra,
Sales Invoice {0} has already been submitted,Predajná faktúra {0} už bola odoslaná,
Sales Invoice {0} must be cancelled before cancelling this Sales Order,Pred zrušením tejto predajnej objednávky musí byť zrušená predajná faktúra {0},
Sales Manager,Manažér predaja,
Sales Master Manager,Hlavný manažér predaja,
Sales Order,Objednávka predaja,
Sales Order Item,Položka objednávky predaja,
Sales Order required for Item {0},Pre položku {0} sa vyžaduje objednávka predaja,
Sales Order to Payment,Objednávka predaja na platbu,
Sales Order {0} is not submitted,Predajná objednávka {0} nie je odoslaná,
Sales Order {0} is not valid,Predajná objednávka {0} nie je platná,
Sales Order {0} is {1},Objednávka predaja {0} je {1},
Sales Orders,Objednávky predaja,
Sales Partner,Obchodný partner,
Sales Pipeline,Predajné potrubie,
Sales Price List,Predajný cenník,
Sales Return,Návratnosť predaja,
Sales Summary,Prehľad predaja,
Sales Tax Template,Šablóna dane z predaja,
Sales Team,Predajný tím,
Sales User,Používateľ predaja,
Sales and Returns,Predaj a vrátenie tovaru,
Sales campaigns.,Predajné kampane.,
Sales orders are not available for production,Predajné objednávky nie sú k dispozícii pre výrobu,
Salutation,Pozdrav,
Same Company is entered more than once,Tá istá spoločnosť je zadaná viac ako raz,
Same item cannot be entered multiple times.,Tú istú položku nemožno zadať viackrát.,
Same supplier has been entered multiple times,Ten istý dodávateľ bol zadaný viackrát,
Sample Collection,Zber vzoriek,
Sample quantity {0} cannot be more than received quantity {1},Množstvo vzorky {0} nemôže byť väčšie ako prijaté množstvo {1},
Sanctioned,Sankcionované,
Sand,Piesok,
Saturday,Sobota,
Saving {0},Uloženie {0},
Scan Barcode,Skenovanie čiarového kódu,
Schedule,Plán,
Schedule Admission,Plán prijatia,
Schedule Course,Plán kurzu,
Schedule Date,Dátum harmonogramu,
Schedule Discharge,Plán vypúšťania,
Scheduled,Plánované,
Scheduled Upto,Plánované do,
"Schedules for {0} overlaps, do you want to proceed after skiping overlaped slots ?","Plány pre {0} sa prekrývajú, chcete pokračovať po vynechaní prekrývajúcich sa slotov ?",
Score cannot be greater than Maximum Score,Skóre nemôže byť vyššie ako maximálne skóre,
Scorecards,Hodnotiace karty,
Scrapped,Vyradené,
Search,Vyhľadávanie,
Search Results,Výsledky vyhľadávania,
Search Sub Assemblies,Vyhľadávanie čiastkových zostáv,
"Search by item code, serial number, batch no or barcode","Vyhľadávanie podľa kódu položky, sériového čísla, čísla šarže alebo čiarového kódu",
"Seasonality for setting budgets, targets etc.","Sezónnosť pri stanovovaní rozpočtov, cieľov atď.",
Secret Key,Tajný kľúč,
Secretary,Tajomník,
Section Code,Kód sekcie,
Secured Loans,Zabezpečené úvery,
Securities & Commodity Exchanges,Burzy cenných papierov a komodít,
Securities and Deposits,Cenné papiere a vklady,
See All Articles,Zobraziť všetky články,
See all open tickets,Zobraziť všetky otvorené vstupenky,
See past orders,Pozrite si predchádzajúce objednávky,
See past quotations,Pozrite si predchádzajúce citácie,
Select,Vyberte,
Select Alternate Item,Vyberte alternatívnu položku,
Select Attribute Values,Výber hodnôt atribútov,
Select BOM,Vyberte BOM,
Select BOM and Qty for Production,Výber kusovníka a množstva pre výrobu,
"Select BOM, Qty and For Warehouse","Vyberte BOM, množstvo a pre sklad",
Select Batch,Vyberte dávku,
Select Batch Numbers,Vyberte čísla šarží,
Select Brand...,Vyberte značku...,
Select Company,Vybrať spoločnosť,
Select Company...,Vyberte spoločnosť...,
Select Customer,Vybrať zákazníka,
Select Days,Vybrané dni,
Select Default Supplier,Vyberte predvoleného dodávateľa,
Select DocType,Vyberte DocType,
Select Fiscal Year...,Vyberte fiškálny rok...,
Select Item (optional),Vyberte položku (voliteľné),
Select Items based on Delivery Date,Výber položiek na základe dátumu dodania,
Select Items to Manufacture,Vyberte položky na výrobu,
Select Loyalty Program,Vyberte vernostný program,
Select Patient,Vyberte pacienta,
Select Possible Supplier,Vyberte možného dodávateľa,
Select Quantity,Vyberte množstvo,
Select Serial Numbers,Vyberte sériové čísla,
Select Target Warehouse,Vyberte cieľový sklad,
Select Warehouse...,Vyberte sklad...,
Select an account to print in account currency,"Vyberte účet, ktorý chcete vytlačiť v mene účtu",
Select at least one value from each of the attributes.,Vyberte aspoň jednu hodnotu z každého atribútu.,
Select change amount account,Vyberte účet zmeny sumy,
Select company first,Vyberte si najprv spoločnosť,
Select students manually for the Activity based Group,Manuálny výber študentov pre skupinu založenú na aktivitách,
Select the customer or supplier.,Vyberte zákazníka alebo dodávateľa.,
Select the nature of your business.,Zvoľte charakter svojho podnikania.,
Select the program first,Najprv vyberte program,
Select to add Serial Number.,"Vyberte, ak chcete pridať sériové číslo.",
Select your Domains,Vyberte svoje domény,
Selected Price List should have buying and selling fields checked.,Vybraný cenník by mal mať zaškrtnuté polia nákup a predaj.,
Sell,Predaj,
Selling,Predaj,
Selling Amount,Predajná suma,
Selling Price List,Predajný cenník,
Selling Rate,Predajná sadzba,
"Selling must be checked, if Applicable For is selected as {0}","Predaj musí byť začiarknutý, ak je možnosť Použiteľné pre zvolená ako {0}",
Send Grant Review Email,Odoslať e-mail s preskúmaním grantu,
Send Now,Odoslať teraz,
Send SMS,Odoslanie SMS,
Send mass SMS to your contacts,Odosielanie hromadných SMS svojim kontaktom,
Sensitivity,Citlivosť,
Sent,Odoslané,
Serial No and Batch,Sériové číslo a šarža,
Serial No is mandatory for Item {0},Sériové číslo je povinné pre položku {0},
Serial No {0} does not belong to Batch {1},Sériové číslo {0} nepatrí do dávky {1},
Serial No {0} does not belong to Delivery Note {1},Sériové číslo {0} nepatrí k dodaciemu listu {1},
Serial No {0} does not belong to Item {1},Sériové číslo {0} nepatrí k položke {1},
Serial No {0} does not belong to Warehouse {1},Sériové číslo {0} nepatrí do skladu {1},
Serial No {0} does not belong to any Warehouse,Sériové číslo {0} nepatrí do žiadneho skladu,
Serial No {0} does not exist,Sériové číslo {0} neexistuje,
Serial No {0} has already been received,Sériové číslo {0} už bolo prijaté,
Serial No {0} is under maintenance contract upto {1},Sériové číslo {0} je predmetom zmluvy o údržbe do {1},
Serial No {0} is under warranty upto {1},Sériové číslo {0} je v záruke do {1},
Serial No {0} not found,Sériové číslo {0} sa nenašlo,
Serial No {0} not in stock,Sériové číslo {0} nie je na sklade,
Serial No {0} quantity {1} cannot be a fraction,Sériové číslo {0} množstvo {1} nemôže byť zlomok,
Serial Nos Required for Serialized Item {0},Sériové čísla požadované pre sériovú položku {0},
Serial Number: {0} is already referenced in Sales Invoice: {1},Sériové číslo: {0} je už uvedené v predajnej faktúre: {1},
Serial Numbers,Sériové čísla,
Serial Numbers in row {0} does not match with Delivery Note,Sériové čísla v riadku {0} sa nezhodujú s dodacím listom,
Serial no {0} has been already returned,Sériové číslo {0} už bolo vrátené,
Serial number {0} entered more than once,Sériové číslo {0} zadané viac ako raz,
Serialized Inventory,Sériový inventár,
Series Updated,Aktualizovaná séria,
Series Updated Successfully,Séria úspešne aktualizovaná,
Series is mandatory,Séria je povinná,
Service,Služba,
Service Level Agreement,Dohoda o úrovni služieb,
Service Level Agreement.,Dohoda o úrovni služieb.,
Service Level.,Úroveň služieb.,
Service Stop Date cannot be after Service End Date,Dátum ukončenia služby nemôže byť po dátume ukončenia služby,
Service Stop Date cannot be before Service Start Date,Dátum ukončenia služby nemôže byť pred dátumom začatia služby,
Services,Služby,
"Set Default Values like Company, Currency, Current Fiscal Year, etc.","Nastavenie predvolených hodnôt, ako je spoločnosť, mena, aktuálny fiškálny rok atď.",
Set Details,Podrobnosti o súprave,
Set New Release Date,Nastavenie nového dátumu vydania,
Set Project and all Tasks to status {0}?,Nastaviť projekt a všetky úlohy na stav {0}?,
Set Status,Nastavenie stavu,
Set Tax Rule for shopping cart,Nastavenie daňového pravidla pre nákupný košík,
Set as Closed,Nastaviť ako Zatvorené,
Set as Completed,Nastaviť ako Dokončené,
Set as Lost,Nastavené ako Stratené,
Set as Open,Nastaviť ako Otvorené,
Set default inventory account for perpetual inventory,Nastavenie predvoleného inventárneho účtu pre trvalú inventúru,
Set this if the customer is a Public Administration company.,"Nastavte, ak je zákazníkom spoločnosť verejnej správy.",
Set {0} in asset category {1} or company {2},Nastavenie {0} v kategórii aktív {1} alebo spoločnosti {2},
"Setting Events to {0}, since the Employee attached to the below Sales Persons does not have a User ID{1}","Nastavenie udalosti na {0}, pretože zamestnanec pripojený k nižšie uvedeným predajcom nemá ID{1} používateľa",
Setting defaults,Nastavenie predvolených hodnôt,
Setting up Email,Nastavenie e-mailu,
Setting up Email Account,Nastavenie e-mailového konta,
Setting up Employees,Nastavenie zamestnancov,
Setting up Taxes,Nastavenie daní,
Setting up company,Založenie spoločnosti,
Settings,Nastavenia,
"Settings for online shopping cart such as shipping rules, price list etc.","Nastavenia pre online nákupný košík, ako sú pravidlá prepravy, cenník atď.",
Settings for website homepage,Nastavenia pre domovskú stránku webovej stránky,
Settings for website product listing,Nastavenia pre výpis produktov na webovej lokalite,
Settled,Usadené,
Setup Gateway accounts.,Nastavenie účtov brány.,
Setup SMS gateway settings,Nastavenie nastavení brány SMS,
Setup cheque dimensions for printing,Nastavenie rozmerov šekov na tlač,
Setup default values for POS Invoices,Nastavenie predvolených hodnôt pre faktúry POS,
Setup mode of POS (Online / Offline),Režim nastavenia POS (online / offline),
Setup your Institute in ERPNext,Nastavenie inštitútu v ERPNext,
Share Balance,Zostatok akcií,
Share Ledger,Zdieľať účtovnú knihu,
Share Management,Správa akcií,
Share Transfer,Prevod akcií,
Share Type,Typ zdieľania,
Shareholder,Akcionár,
Ship To State,Odoslať do štátu,
Shipments,Zásielky,
Shipping Address,Adresa prepravy,
"Shipping Address does not have country, which is required for this Shipping Rule","Dodacia adresa neobsahuje krajinu, ktorá sa vyžaduje pre toto pravidlo prepravy",
Shipping rule only applicable for Buying,Pravidlo prepravy sa vzťahuje len na nákup,
Shipping rule only applicable for Selling,Pravidlo prepravy sa vzťahuje len na predaj,
Shopify Supplier,Dodávateľ služby Shopify,
Shopping Cart,Nákupný košík,
Shopping Cart Settings,Nastavenia nákupného košíka,
Short Name,Krátky názov,
Shortage Qty,Nedostatok Množstvo,
Show Completed,Ukázať dokončené,
Show Cumulative Amount,Zobraziť kumulatívnu sumu,
Show Open,Zobraziť Otvorené,
Show Opening Entries,Zobraziť úvodné položky,
Show Payment Details,Zobraziť podrobnosti o platbe,
Show Return Entries,Zobraziť návratové položky,
Show Variant Attributes,Zobraziť atribúty variantu,
Show Variants,Zobraziť varianty,
Show closed,Zobraziť uzavreté,
Show exploded view,Zobraziť rozobratý pohľad,
Show only POS,Zobraziť len POS,
Show unclosed fiscal year's P&L balances,Zobrazenie neuzavretých zostatkov P&L za fiškálny rok,
Show zero values,Zobrazenie nulových hodnôt,
Silt,Silt,
Single Variant,Jeden variant,
Single unit of an Item.,Jedna jednotka položky.,
"Skipping Leave Allocation for the following employees, as Leave Allocation records already exists against them. {0}","Vynechanie pridelenia dovolenky pre nasledujúcich zamestnancov, pretože záznamy o pridelení dovolenky už pre nich existujú. {0}",
Slideshow,Prezentácia,
Slots for {0} are not added to the schedule,Sloty pre {0} sa do rozvrhu nepridávajú,
Small,Malé,
Soap & Detergent,Mydlo a čistiace prostriedky,
Software,Softvér,
Software Developer,Vývojár softvéru,
Softwares,Softvéry,
Soil compositions do not add up to 100,Zloženie pôdy nedosahuje 100,
Sold,Predáva sa na,
Some emails are invalid,Niektoré e-maily sú neplatné,
Some information is missing,Chýbajú niektoré informácie,
Something went wrong!,Niečo sa pokazilo!,
"Sorry, Serial Nos cannot be merged","Je nám ľúto, sériové čísla nie je možné zlúčiť",
Source,Zdroj,
Source Name,Názov zdroja,
Source Warehouse,Zdroj Sklad,
Source and Target Location cannot be same,Zdrojové a cieľové umiestnenie nemôžu byť rovnaké,
Source and target warehouse cannot be same for row {0},Zdrojový a cieľový sklad nemôžu byť rovnaké pre riadok {0},
Source and target warehouse must be different,Zdrojový a cieľový sklad sa musia líšiť,
Source of Funds (Liabilities),Zdroj finančných prostriedkov (záväzky),
Source warehouse is mandatory for row {0},Zdrojový sklad je povinný pre riadok {0},
Specified BOM {0} does not exist for Item {1},Zadaná BOM {0} neexistuje pre položku {1},
Split,Split,
Split Batch,Rozdelenie dávky,
Split Issue,Rozdelenie problému,
Sports,Šport,
Standard Buying,Štandardný nákup,
Standard Selling,Štandardný predaj,
Standard contract terms for Sales or Purchase.,Štandardné zmluvné podmienky pre predaj alebo nákup.,
Start Date,Dátum začiatku,
Start Date of Agreement can't be greater than or equal to End Date.,Dátum začiatku dohody nemôže byť väčší alebo rovný dátumu ukončenia.,
Start Year,Začiatok roka,
Start date should be less than end date for Item {0},Dátum začiatku by mal byť nižší ako dátum konca pre položku {0},
Start date should be less than end date for task {0},Dátum začiatku by mal byť menší ako dátum konca úlohy {0},
Start day is greater than end day in task '{0}',Počiatočný deň je väčší ako koncový deň v úlohe '{0}',
Start on,Začnite na,
State,Štát,
State/UT Tax,Daň štátu/UT,
Statement of Account,Výpis z účtu,
Status must be one of {0},Stav musí byť jeden z {0},
Stock,Zásoby,
Stock Adjustment,Úprava zásob,
Stock Analytics,Analýza zásob,
Stock Assets,Zásoby aktív,
Stock Available,Dostupné na sklade,
Stock Balance,Bilancia zásob,
Stock Entries already created for Work Order,Už vytvorené položky zásob pre pracovný príkaz,
Stock Entry,Zadanie zásob,
Stock Entry {0} created,Vytvorená položka zásob {0},
Stock Entry {0} is not submitted,Zásoba Položka {0} nie je odoslaná,
Stock Expenses,Výdavky na zásoby,
Stock In Hand,Zásoby v ruke,
Stock Items,Skladové položky,
Stock Ledger,Skladová kniha,
Stock Ledger Entries and GL Entries are reposted for the selected Purchase Receipts,Záznamy v skladovej knihe a záznamy v GL sa preúčtujú pre vybrané príjemky nákupu,
Stock Levels,Úrovne zásob,
Stock Liabilities,Záväzky zo zásob,
Stock Qty,Množstvo na sklade,
Stock Received But Not Billed,"Prijaté, ale nevyfakturované zásoby",
Stock Reports,Správy o stave zásob,
Stock Summary,Prehľad zásob,
Stock Transactions,Transakcie so zásobami,
Stock UOM,Zásoba UOM,
Stock Value,Hodnota zásob,
Stock balance in Batch {0} will become negative {1} for Item {2} at Warehouse {3},Zostatok zásob v dávke {0} bude záporný {1} pre položku {2} v sklade {3}.,
Stock cannot be updated against Delivery Note {0},Zásoby nie je možné aktualizovať na základe dodacieho listu {0},
Stock cannot be updated against Purchase Receipt {0},Zásoby nie je možné aktualizovať na základe nákupného dokladu {0},
Stock cannot exist for Item {0} since has variants,"Pre položku {0} nemôže existovať zásoba, pretože má varianty",
Stock transactions before {0} are frozen,Skladové transakcie pred {0} sú zmrazené,
Stop,Zastavte,
Stopped,Zastavené,
"Stopped Work Order cannot be cancelled, Unstop it first to cancel","Zastavený pracovný príkaz nemožno zrušiť, ak ho chcete zrušiť, najprv ho zrušte",
Stores,Obchody,
Student,Študent,
Student Activity,Aktivita študentov,
Student Address,Adresa študenta,
Student Admissions,Prijímanie študentov,
Student Attendance,Dochádzka študentov,
"Student Batches help you track attendance, assessments and fees for students","Dávky pre študentov vám pomôžu sledovať dochádzku, hodnotenia a poplatky pre študentov",
Student Email Address,E-mailová adresa študenta,
Student Email ID,ID e-mailu študenta,
Student Group,Skupina študentov,
Student Group Strength,Sila skupiny študentov,
Student Group is already updated.,Skupina študentov je už aktualizovaná.,
Student Group:,Skupina študentov:,
Student ID,ID študenta,
Student ID:,ID študenta:,
Student LMS Activity,Aktivita študentov v systéme LMS,
Student Mobile No.,Číslo mobilného telefónu študenta,
Student Name,Meno študenta,
Student Name:,Meno študenta:,
Student Report Card,Vysvedčenie pre študentov,
Student is already enrolled.,Študent je už zapísaný.,
Student {0} - {1} appears Multiple times in row {2} & {3},Študent {0} - {1} sa objaví viackrát v riadku {2} a {3},
Student {0} does not belong to group {1},Študent {0} nepatrí do skupiny {1},
Student {0} exist against student applicant {1},Študent {0} existuje voči žiadateľovi o štúdium {1},
"Students are at the heart of the system, add all your students","Študenti sú základom systému, pridajte všetkých svojich študentov",
Sub Assemblies,Dielčie zostavy,
Sub Type,Podtyp,
Sub-contracting,Subdodávateľské služby,
Subcontract,Subdodávateľská zmluva,
Subject,Predmet,
Submit,Odoslať,
Submit this Work Order for further processing.,Odoslať túto pracovnú objednávku na ďalšie spracovanie.,
Subscription,Predplatné,
Subscription Management,Správa predplatného,
Subscriptions,Predplatné,
Subtotal,Medzisúčet,
Successful,Úspešné,
Successfully Reconciled,Úspešne zosúladené,
Successfully Set Supplier,Úspešne nastaviť dodávateľa,
Successfully created payment entries,Úspešne vytvorené platobné položky,
Successfully deleted all transactions related to this company!,Úspešne odstránené všetky transakcie týkajúce sa tejto spoločnosti!,
Sum of Scores of Assessment Criteria needs to be {0}.,Súčet bodov hodnotiacich kritérií musí byť {0}.,
Sum of points for all goals should be 100. It is {0},Súčet bodov za všetky ciele by mal byť 100. Je to {0},
Summary,Zhrnutie,
Summary for this month and pending activities,Zhrnutie za tento mesiac a prebiehajúce činnosti,
Summary for this week and pending activities,Zhrnutie pre tento týždeň a čakajúce činnosti,
Sunday,Nedeľa,
Suplier,Dodávateľ,
Supplier,Dodávateľ,
Supplier Group,Skupina dodávateľov,
Supplier Group master.,Hlavný dodávateľ skupiny.,
Supplier Id,Id dodávateľa,
Supplier Invoice Date cannot be greater than Posting Date,Dátum faktúry dodávateľa nemôže byť vyšší ako dátum zaúčtovania,
Supplier Invoice No,Faktúra dodávateľa č.,
Supplier Invoice No exists in Purchase Invoice {0},Dodávateľská faktúra č. existuje v nákupnej faktúre {0},
Supplier Name,Názov dodávateľa,
Supplier Part No,Dodávateľ Č. dielu,
Supplier Quotation,Cenová ponuka dodávateľa,
Supplier Scorecard,Hodnotiaca karta dodávateľa,
Supplier Warehouse mandatory for sub-contracted Purchase Receipt,Dodávateľský sklad povinný pre subdodávateľský nákupný doklad,
Supplier database.,Databáza dodávateľov.,
Supplier {0} not found in {1},Dodávateľ {0} sa nenachádza v {1},
Supplier(s),Dodávateľ(i),
Supplies made to UIN holders,Dodávky pre držiteľov UIN,
Supplies made to Unregistered Persons,Dodávky neregistrovaným osobám,
Suppliies made to Composition Taxable Persons,Dodatky poskytnuté osobám podliehajúcim zloženiu dane,
Supply Type,Typ dodávky,
Support,Podpora,
Support Analytics,Analýza podpory,
Support Settings,Nastavenia podpory,
Support Tickets,Podporné lístky,
Support queries from customers.,Podpora otázok od zákazníkov.,
Susceptible,Náchylné,
Sync has been temporarily disabled because maximum retries have been exceeded,"Synchronizácia bola dočasne vypnutá, pretože bolo prekročené maximálne opakovanie",
Syntax error in condition: {0},Syntaktická chyba v podmienke: {0},
Syntax error in formula or condition: {0},Syntaktická chyba vo vzorci alebo podmienke: {0},
System Manager,Správca systému,
TDS Rate %,Miera TDS %,
Tap items to add them here,Ťuknutím na položky ich sem pridáte,
Target,Cieľ,
Target ({}),Cieľ ({}),
Target On,Cieľ na,
Target Warehouse,Cieľový sklad,
Target warehouse is mandatory for row {0},Cieľový sklad je povinný pre riadok {0},
Task,Úloha,
Tasks,Úlohy,
Tasks have been created for managing the {0} disease (on row {1}),Boli vytvorené úlohy na správu choroby {0} (na riadku {1}),
Tax,Daň,
Tax Assets,Daňové aktíva,
Tax Category,Daňová kategória,
Tax Category for overriding tax rates.,Daňová kategória pre nadradené daňové sadzby.,
"Tax Category has been changed to ""Total"" because all the Items are non-stock items","Daňová kategória bola zmenená na ""Celkom"", pretože všetky položky sú neskladové položky",
Tax ID,Daňové identifikačné číslo,
Tax Id:,Daňové identifikačné číslo:,
Tax Rate,Sadzba dane,
Tax Rule Conflicts with {0},Daňové pravidlo je v rozpore s {0},
Tax Rule for transactions.,Daňové pravidlo pre transakcie.,
Tax Template is mandatory.,Daňová šablóna je povinná.,
Tax Withholding rates to be applied on transactions.,"Sadzby dane vyberanej zrážkou, ktoré sa majú uplatňovať na transakcie.",
Tax template for buying transactions.,Daňová šablóna pre nákupné transakcie.,
Tax template for item tax rates.,Daňová šablóna pre sadzby dane z položiek.,
Tax template for selling transactions.,Daňová šablóna pre predajné transakcie.,
Taxable Amount,Zdaniteľná suma,
Taxes,Dane,
Technology,Technológia,
Telecommunications,Telekomunikácie,
Telephone Expenses,Výdavky na telefón,
Television,Televízia,
Template Name,Názov šablóny,
Template of terms or contract.,Vzor podmienok alebo zmluvy.,
Templates of supplier scorecard criteria.,Šablóny kritérií hodnotiacej karty dodávateľa.,
Templates of supplier scorecard variables.,Šablóny premenných karty hodnotenia dodávateľov.,
Templates of supplier standings.,Šablóny poradia dodávateľov.,
Temporarily on Hold,Dočasne pozastavené,
Temporary,Dočasné,
Temporary Accounts,Dočasné účty,
Temporary Opening,Dočasné otvorenie,
Terms and Conditions,Podmienky a pravidlá,
Terms and Conditions Template,Šablóna zmluvných podmienok,
Territory,Územie,
Thank you for your business!,Ďakujeme vám za váš obchod!,
The 'From Package No.' field must neither be empty nor it's value less than 1.,"Pole ""From Package No."" nesmie byť prázdne a jeho hodnota nesmie byť menšia ako 1.",
The Brand,Značka,
The Item {0} cannot have Batch,Položka {0} nemôže mať dávku,
The Loyalty Program isn't valid for the selected company,Vernostný program nie je platný pre vybranú spoločnosť,
The Payment Term at row {0} is possibly a duplicate.,Termín platby v riadku {0} je pravdepodobne duplicitný.,
The Term End Date cannot be earlier than the Term Start Date. Please correct the dates and try again.,Dátum ukončenia obdobia nemôže byť skorší ako dátum začiatku obdobia. Opravte dátumy a skúste to znova.,
The Term End Date cannot be later than the Year End Date of the Academic Year to which the term is linked (Academic Year {}). Please correct the dates and try again.,"Dátum ukončenia semestra nemôže byť neskorší ako dátum ukončenia akademického roka, s ktorým je semester spojený (akademický rok {}). Opravte dátumy a skúste to znova.",
The Term Start Date cannot be earlier than the Year Start Date of the Academic Year to which the term is linked (Academic Year {}). Please correct the dates and try again.,"Dátum začiatku semestra nemôže byť skorší ako dátum začiatku akademického roka, s ktorým je semester spojený (akademický rok {}). Opravte dátumy a skúste to znova.",
The Year End Date cannot be earlier than the Year Start Date. Please correct the dates and try again.,Dátum konca roka nemôže byť skorší ako dátum začiatku roka. Opravte dátumy a skúste to znova.,
The amount of {0} set in this payment request is different from the calculated amount of all payment plans: {1}. Make sure this is correct before submitting the document.,"Suma {0} nastavená v tejto žiadosti o platbu sa líši od vypočítanej sumy všetkých platobných plánov: {1}. Pred odoslaním dokladu sa uistite, že je správna.",
The field From Shareholder cannot be blank,Pole Od akcionára nemôže byť prázdne,
The field To Shareholder cannot be blank,Pole Akcionárovi nemôže byť prázdne,
The fields From Shareholder and To Shareholder cannot be blank,Polia Od akcionára a Pre akcionára nemôžu byť prázdne,
The folio numbers are not matching,Čísla listov sa nezhodujú,
